feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19
0.3993009698290572,0.10900473933649289,0.05564559697460832,0.10655737704918032,0.44336470340098055,0.5456269587200565,0.4586448251969191,0.6666666666666666,0.2222222222222222,0.5,0.3738330319756479,0.981141785982131,0.0,0.0,0.2,0.0,0.0,0.08319141653267756,0.14285714285714285,0.2900763358778626
0.2986019396581144,0.20853080568720378,0.1292994777597695,0.23770491803278687,0.32227419712855937,0.5592474125137266,0.07426237943042212,0.3333333333333333,0.6666666666666666,0.25,0.004012618923690077,0.6779720269873236,0.0,0.0,0.95,0.0,0.0,0.7226452191278235,0.2857142857142857,0.37404580152671757
0.18361166869357465,0.08530805687203792,0.021970106248874483,0.09016393442622951,0.17173149193687265,0.6957322818719922,0.4586448251969191,0.6666666666666666,0.2222222222222222,0.5,0.3738330319756479,0.981141785982131,0.0,0.0,0.3,0.0,0.0,0.9432381683803184,0.14285714285714285,0.31297709923664124
0.16423302030527706,0.3080568720379147,0.3363947415811273,0.3319672131147541,0.0681946792321302,0.35295692567026354,0.07426237943042212,0.3333333333333333,0.05555555555555555,0.25,0.01407516503638219,0.8176404548175648,0.0,0.0,0.3,0.0,0.0,0.8257666829591503,0.14285714285714285,0.10687022900763359
0.4097864223931993,1.0,1.0,1.0,0.06652896590725424,0.6407593342961041,0.07426237943042212,0.3333333333333333,0.3888888888888889,0.25,0.005112110329936824,0.703866069843147,0.0,0.0,0.55,0.0,0.0,0.710974562911877,0.0,0.44274809160305345
0.35483499070827973,0.6350710900473934,0.6731496488384657,0.7172131147540983,0.058536311140829474,0.6349874237549724,0.07426237943042212,0.3333333333333333,0.3888888888888889,0.25,0.005386527091766413,0.7796169294779204,0.0,0.0,0.0,0.0,0.0,0.7653939529314256,0.2857142857142857,0.32061068702290074
0.2013980603418856,0.061611374407582936,0.02485143165856294,0.06147540983606557,0.2654132205441695,0.9362404374466506,1.0,1.0,0.4444444444444444,0.75,0.44686738097299455,0.928280366492649,0.0,0.0,0.2,0.0,0.0,0.9682766618484933,0.0,0.25190839694656486
0.24205825123320823,0.09004739336492891,0.02593192868719611,0.07377049180327869,0.24962565643797813,0.9841137671232524,0.07426237943042212,0.3333333333333333,0.2777777777777778,0.25,0.008967339083752232,0.8323799773777633,0.0,0.0,0.0,0.0,0.0,0.8436738111117017,0.0,0.16793893129770993
0.6019806495361888,0.2890995260663507,0.5388078516117414,0.42213114754098363,0.1762403066928094,0.5374029216190841,0.07426237943042212,0.3333333333333333,0.3888888888888889,0.5,0.006499520064467855,0.7675519517782611,0.0,0.0,0.2,0.0,0.0,0.7734873709060196,0.0,0.183206106870229
0.16772817115999109,0.6208530805687204,0.5126958400864398,0.6229508196721312,0.047076855777751746,0.5583211256094686,0.07426237943042212,0.3333333333333333,0.3333333333333333,0.25,0.005258745225492721,0.7537939925632585,0.0,0.0,0.0,0.0,0.0,0.7011379831469816,0.2857142857142857,0.26717557251908397
0.3885048798901744,0.5355450236966824,0.6346119214838826,0.5901639344262295,0.07582199114761898,0.5999511519183441,0.07426237943042212,0.3333333333333333,0.4444444444444444,0.25,0.00441029805525882,0.7018019885016814,0.0,0.0,0.0,0.0,0.0,0.7524471093429704,0.2857142857142857,0.22137404580152673
0.18551456280830203,0.0995260663507109,0.0713128038897893,0.0942622950819672,0.14815631354511885,0.3009435884940966,0.689879933663925,1.0,0.4444444444444444,0.75,0.28042967001780805,0.6963951386568543,0.0,0.0,0.65,0.0,0.0,0.6659544925971074,0.2857142857142857,0.4198473282442748
0.37102912561660417,0.10426540284360189,0.09940572663425176,0.11065573770491803,0.3316808666718953,0.7623707288035085,0.615617554233503,0.6666666666666666,1.0,0.5,0.16297540468923666,0.8587599227901411,0.0,0.0,0.1,0.0,0.0,0.051847318943439274,0.14285714285714285,0.26717557251908397
0.2773203971550894,0.1848341232227488,0.37763371150729336,0.23770491803278687,0.11494701454845431,0.6222979707938262,0.07426237943042212,0.3333333333333333,0.3333333333333333,0.25,0.004716142927883906,0.7415382270759621,0.0,0.0,0.55,0.0,0.0,0.771588550976454,0.0,0.3816793893129771
0.21378640702075513,0.06635071090047394,0.020709526382135784,0.04918032786885246,0.3711731744461796,1.0,0.615617554233503,0.6666666666666666,0.3333333333333333,0.75,0.41086099307040685,0.8785918074654888,0.0,0.0,0.0,0.0,0.0,0.9105683192257533,0.0,0.20610687022900764
0.17662136698414657,0.27488151658767773,0.2404105888708806,0.27049180327868855,0.11154636778411542,0.526306776411827,0.0,0.0,0.1111111111111111,0.0,0.0,0.7521330840607298,0.0,0.0,0.4,0.0,0.0,0.7180285420547986,0.2857142857142857,0.3053435114503817
0.3303689347252815,0.07109004739336493,0.04574104087880425,0.0942622950819672,0.4303497362190122,0.6947037616484666,0.5413551748030808,0.3333333333333333,0.3333333333333333,0.5,0.3578979796558736,0.8372541425533846,0.0,0.0,0.1,0.0,0.0,0.05202903250778663,0.14285714285714285,0.26717557251908397
0.2490485529426363,0.15165876777251186,0.2171799027552674,0.1557377049180328,0.15915875635541418,0.301499390098703,0.07426237943042212,0.3333333333333333,0.3333333333333333,0.25,0.005468510109254527,0.6781972555940904,0.0,0.0,0.0,0.0,0.0,0.6873715386576307,0.14285714285714285,0.22137404580152673
0.003495150854714041,0.061611374407582936,0.05330452007923645,0.07377049180327869,0.003392809659300715,0.2594812749143078,0.07426237943042212,0.3333333333333333,0.5,0.25,0.00601159947963158,0.7246992495829836,0.0,0.0,0.2,0.0,0.0,0.6433350216346216,0.14285714285714285,0.29770992366412213
0.06353399013433424,0.08530805687203792,0.02341076895371871,0.09016393442622951,0.08672292613028518,0.6409169562724966,0.4586448251969191,0.6666666666666666,0.2777777777777778,0.5,0.25119879214811475,0.8812035695828229,0.0,0.0,0.2,0.0,0.0,0.8982631930257081,0.0,0.19083969465648856
0.33005829735054076,0.4834123222748815,0.7354583108229785,0.569672131147541,0.05600548940164415,0.3531830469167705,0.07426237943042212,0.3333333333333333,0.2777777777777778,0.5,0.0054841125831854316,0.5628785586402392,0.0,0.0,0.0,0.0,0.0,0.65664665124008,0.42857142857142855,0.40458015267175573
0.44664082505506725,0.3933649289099526,0.6535206194849631,0.4098360655737705,0.10567328950393048,0.4325498367176269,0.14852475886084424,0.6666666666666666,0.7777777777777778,0.5,0.006995161873853915,0.5914678108480795,0.0,0.0,0.55,0.0,0.0,0.6165627074750355,0.0,0.6030534351145038
0.16772817115999109,0.7819905213270142,0.5143165856293895,0.7540983606557377,0.0431771886809204,0.6019940505805976,0.4586448251969191,0.6666666666666666,0.4444444444444444,0.5,0.12706426193585274,0.7002891037697038,0.0,0.0,0.0,0.0,0.0,0.7522246945573274,0.2857142857142857,0.2900763358778626
0.3144854371916979,0.04739336492890995,0.0,0.05327868852459016,0.6297506978181668,0.739368084658027,0.07426237943042212,0.3333333333333333,0.5555555555555556,0.5,0.005109254804015752,0.7799484223620435,0.0,0.0,0.2,0.0,0.0,0.07062571595012239,0.14285714285714285,0.2900763358778626
0.13246602523810996,0.10426540284360189,0.03709706464973888,0.09836065573770492,0.20121901930483965,0.46361580247226386,0.07426237943042212,0.3333333333333333,0.6111111111111112,0.25,0.004838590338331559,0.6678890466768709,0.0,0.0,0.2,0.0,0.0,0.6707881086391845,0.0,0.32061068702290074
0.13246602523810996,0.10426540284360189,0.03709706464973888,0.09836065573770492,0.20121901930483965,0.46361580247226386,0.07426237943042212,0.3333333333333333,0.6111111111111112,0.25,0.004838590338331559,0.6678890466768709,0.0,0.0,0.2,0.0,0.0,0.699798823883679,0.0,0.31297709923664124
0.12007767855924041,0.10426540284360189,0.04970286331712588,0.09016393442622951,0.11010340617531728,0.26103178903815755,0.07426237943042212,0.3333333333333333,0.16666666666666666,0.25,0.007317111449440749,0.5945274471175124,0.0,0.0,0.2,0.0,0.0,0.619687868740791,0.0,0.22900763358778625
0.13596117609282396,0.3080568720379147,0.2542769674050063,0.3401639344262295,0.08397895498530486,0.5432271273019161,0.07426237943042212,0.3333333333333333,0.05555555555555555,0.25,0.01259649751348778,0.7972801905754026,0.0,0.0,0.0,0.0,0.0,0.844994288177224,0.0,0.15267175572519084
0.1006990301709428,0.061611374407582936,0.024131100306140824,0.06967213114754098,0.13399892538185637,0.5773497809165011,0.07426237943042212,0.3333333333333333,0.2222222222222222,0.5,0.007975938749728342,0.7495731984272098,0.0,0.0,0.35,0.0,0.0,0.6517909708782107,0.2857142857142857,0.29770992366412213
0.24205825123320823,0.0,0.012245632991175941,0.0,0.28400010760467986,0.21561736219327887,0.0,0.0,0.5,0.0,0.0,0.34595011753198596,0.0,0.0,0.2,0.0,0.0,0.2941678252678401,0.14285714285714285,0.33587786259541985
0.6337476446033559,0.41706161137440756,0.8980731136322708,0.45081967213114754,0.07996570875862784,0.3312363227028604,0.0,0.0,0.0,0.0,0.0,0.039955843641048955,0.0,0.0,0.0,0.0,0.0,0.6679898858345842,0.14285714285714285,0.32061068702290074
0.11658252770452636,0.052132701421800945,0.024311183144246355,0.040983606557377046,0.13771871970720978,0.7140641596572149,0.5413551748030808,0.3333333333333333,0.6111111111111112,0.25,0.18152263664144883,0.666985836195195,0.0,0.0,0.2,0.0,0.0,0.6759532531651472,0.0,0.5801526717557252
0.09180583434678732,0.23696682464454977,0.08968125337655321,0.22950819672131148,0.08357693008386016,0.4445248349259659,0.07426237943042212,0.3333333333333333,0.2222222222222222,0.25,0.006449229645233452,0.7588776009702122,0.0,0.0,0.0,0.0,0.0,0.7829268734413692,0.42857142857142855,0.366412213740458
0.1925048645177301,0.11374407582938388,0.18134341797226725,0.1598360655737705,0.13436768781726485,0.6293439677590876,0.07426237943042212,0.3333333333333333,0.2777777777777778,0.25,0.009188978802815904,0.7770290606788576,0.0,0.0,0.2,0.0,0.0,0.818964832959548,0.0,0.09923664122137404
0.06353399013433424,0.08530805687203792,0.02341076895371871,0.09016393442622951,0.08672292613028518,0.6409169562724966,0.4586448251969191,0.6666666666666666,0.2777777777777778,0.5,0.25119879214811475,0.8812035695828229,0.0,0.0,0.2,0.0,0.0,0.86863483788046,0.0,0.22137404580152673
0.16423302030527706,0.13744075829383887,0.21411849450747344,0.1557377049180328,0.08977240869908806,0.4066895208711752,0.07426237943042212,0.3333333333333333,0.6111111111111112,0.25,0.0040416124297399224,0.6322176857803705,0.0,0.0,0.0,0.0,0.0,0.3647227758510741,0.14285714285714285,0.5114503816793893
0.04415534174603664,0.3459715639810427,0.07167296956600036,0.29918032786885246,0.041913807656807335,0.28259874740614255,0.07426237943042212,0.3333333333333333,0.05555555555555555,0.25,0.01259649751348778,0.6037524922731036,1.0,1.0,0.65,1.0,0.8849410463149044,0.7382351105419024,0.14285714285714285,0.17557251908396945
0.4469514624298079,0.06635071090047394,0.11939492166396543,0.10245901639344263,0.39118881087647855,0.8140483459009853,0.615617554233503,0.6666666666666666,0.2777777777777778,0.75,0.5158136930382329,0.8920003358697383,0.0,0.0,0.1,0.0,0.0,0.06905668311423972,0.14285714285714285,0.26717557251908397
0.2614368996215058,0.018957345971563982,0.012065550153070412,0.01639344262295082,0.37827785543374487,0.0,0.9257376205695778,0.6666666666666666,0.8888888888888888,0.5,0.2572698296266054,0.5422807244977887,0.0,0.0,0.55,0.0,0.0,0.5608152306154375,0.0,0.6717557251908397
0.07242718595848974,0.0,0.04376012965964344,0.00819672131147541,0.07387981376353231,0.1263856463241266,0.0,0.0,0.0,0.0,0.0,0.039955843641048955,0.0,0.0,0.4,0.0,0.0,0.5129638410163792,0.14285714285714285,0.3053435114503817
0.293203894688673,0.41232227488151657,0.9079776697280749,0.5204918032786885,0.046649509492353906,0.45151249702893625,0.07426237943042212,0.3333333333333333,0.2222222222222222,0.25,0.006751888076886273,0.7165648303664989,0.0,0.0,0.0,0.0,0.0,0.5805176616059745,0.14285714285714285,0.0
0.11118448273508494,0.13270142180094788,0.020529443544030253,0.11475409836065574,0.13783874354906436,0.6490945906421011,0.4586448251969191,0.6666666666666666,0.2777777777777778,0.5,0.2330141990983934,0.8466299380443746,0.0,0.0,0.0,0.0,0.0,0.8385093913261701,0.42857142857142855,0.3282442748091603
0.18551456280830203,0.1848341232227488,0.3425175580767153,0.25,0.06918566610603363,0.14845257570881829,0.0,0.0,0.0,0.0,0.0,0.039955843641048955,0.0,0.0,0.0,0.0,0.0,0.6767568292498434,0.0,0.183206106870229
0.1270679802686685,0.12796208530805686,0.021609940572663425,0.13114754098360656,0.11698050635518747,0.5570437983596561,0.4586448251969191,0.6666666666666666,0.16666666666666666,0.5,0.22058606232277778,0.7962090811004695,0.0,0.0,0.0,0.0,0.0,0.7680095411473808,0.42857142857142855,0.2900763358778626
0.16423302030527706,0.2559241706161137,0.3300918422474338,0.24180327868852458,0.04420809363457768,0.4397603792414214,0.07426237943042212,0.3333333333333333,0.05555555555555555,0.25,0.010677598807578735,0.9178366903535194,0.0,0.0,0.45,0.0,0.0,0.4955017840152574,0.14285714285714285,0.09923664122137404
0.1588349753358356,0.14218009478672985,0.15054925265622185,0.14754098360655737,0.03859232114126092,0.23486462592364452,0.07426237943042212,0.3333333333333333,0.9444444444444444,0.25,0.003409147096030934,0.4426631664749192,0.0,0.0,0.55,0.0,0.0,0.5111664444838148,0.0,0.6717557251908397
0.4062912715384853,0.06635071090047394,0.1476679272465334,0.10655737704918032,0.26745720031287845,0.017740058822459246,0.0,0.0,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.14285714285714285,0.2900763358778626
0.23825246300375344,0.15165876777251186,0.16693679092382496,0.1721311475409836,0.08642307557747315,0.1687329999358464,0.4586448251969191,0.6666666666666666,0.2777777777777778,0.5,0.19038517612885977,0.7703594525509821,0.0,0.0,0.8,0.0,0.0,0.7167526767891481,0.14285714285714285,0.3969465648854962
0.1588349753358356,0.16587677725118483,0.3549432739059968,0.21721311475409835,0.022503919783934987,0.32906821032104283,0.0,0.0,0.0,0.0,0.0,0.039955843641048955,0.0,0.0,0.15,0.0,0.0,0.26777213455229876,0.14285714285714285,0.09923664122137404
0.04415534174603664,0.12322274881516587,0.05240410588870881,0.11065573770491803,0.057326544620699235,0.42917540063050263,0.07426237943042212,0.3333333333333333,0.6111111111111112,0.5,0.004552917904132351,0.7214124474107079,0.0,0.0,0.1,0.0,0.0,0.05655939500863162,0.14285714285714285,0.26717557251908397
0.0987961360562154,0.15639810426540285,0.08968125337655321,0.14344262295081966,0.05728338539640316,0.036941067131715334,0.14852475886084424,0.6666666666666666,0.6666666666666666,0.5,0.00830638394085392,0.6458835875559078,0.0,0.0,0.2,0.0,0.0,0.5188228439784361,0.14285714285714285,0.4580152671755725
0.3373592364347096,0.07109004739336493,0.22924545290833784,0.0942622950819672,0.21716866975886373,0.0740753316672052,0.0,0.0,0.3333333333333333,0.0,0.0,0.542427528489329,0.0,0.0,0.0,0.0,0.0,0.5652581713017772,0.14285714285714285,0.5725190839694656
0.160737869450563,0.15639810426540285,0.3324329191428057,0.20081967213114754,0.07337898961140124,0.6728457182100596,0.07426237943042212,0.3333333333333333,0.1111111111111111,0.25,0.014981477232566397,0.8146895941352165,0.0,0.0,0.4,0.0,0.0,0.8625677136245964,0.14285714285714285,0.10687022900763359
0.0794174876679178,0.07109004739336493,0.13524221141725193,0.0778688524590164,0.02697792797027521,0.4667560152486741,0.0,0.0,0.2222222222222222,0.0,0.0,0.6926785437625228,0.0,0.0,0.1,0.0,0.0,0.043252289997948154,0.14285714285714285,0.26717557251908397
0.3211651015263853,0.2938388625592417,0.10462812893931209,0.29098360655737704,0.148541376742156,0.23612309746039326,0.4586448251969191,0.6666666666666666,0.16666666666666666,0.5,0.30693194049541733,0.7825776918957685,0.0,0.0,0.2,0.0,0.0,0.7922821450332784,0.14285714285714285,0.10687022900763359
0.14295147780225206,0.8672985781990521,0.7367188906897173,0.8442622950819673,0.015700008785830756,0.2800019621726407,0.07426237943042212,0.3333333333333333,0.16666666666666666,0.25,0.008705359881305712,0.7472913506564555,0.0,0.0,0.35,0.0,0.0,0.7117367482652841,0.2857142857142857,0.25190839694656486
0.10768933188037087,0.04739336492890995,0.02593192868719611,0.06967213114754098,0.09341601204609547,0.13631494697530425,0.0,0.0,0.3888888888888889,0.0,0.0,0.6674491369641957,0.0,0.0,0.3,0.0,0.0,0.6262649686800277,0.14285714285714285,0.42748091603053434
0.0987961360562154,0.05687203791469194,0.0045020709526382135,0.07377049180327869,0.07464033304238603,0.3386498587626071,0.4586448251969191,0.6666666666666666,0.2222222222222222,0.5,0.24789780090214525,0.7844431645135863,0.0,0.0,0.3,0.0,0.0,0.7678521919471106,0.14285714285714285,0.3282442748091603
0.05654368842490617,0.4218009478672986,0.2856113812353683,0.5204918032786885,0.0,0.06534749348281003,0.07426237943042212,0.3333333333333333,0.1111111111111111,0.25,0.009394222970404245,0.6934233982279087,0.0,0.0,0.0,0.0,0.0,0.5384033172597565,0.0,0.20610687022900764
0.14485437191697945,0.023696682464454975,0.04267963263101027,0.012295081967213115,0.15103221032979597,0.198492323699267,0.0,0.0,0.3333333333333333,0.0,0.0,0.70969281067453,0.0,0.0,0.1,0.0,0.0,0.03159067793863176,0.14285714285714285,0.26717557251908397
0.028271844212453084,0.061611374407582936,0.03889789303079417,0.05327868852459016,0.03596743522523378,0.4166130764222787,0.0,0.0,0.3333333333333333,0.0,0.0,0.744114113340036,0.0,0.0,0.1,0.0,0.0,0.05290726188980904,0.14285714285714285,0.26717557251908397
0.047650492600750695,0.08530805687203792,0.07707545470916621,0.0942622950819672,0.0407590918433045,0.3057668209717071,0.0,0.0,0.3333333333333333,0.0,0.0,0.6939987751624939,0.0,0.0,0.2,0.0,0.0,0.6837624118373082,0.14285714285714285,0.25190839694656486
0.14295147780225206,0.1943127962085308,0.22996578426075995,0.16393442622950818,0.05401032966469438,0.5323339756306112,0.5329072046273412,1.0,0.4444444444444444,0.75,0.15555320631855124,0.6102717088241127,0.0,0.0,0.5,0.0,0.0,0.6903040800221342,0.2857142857142857,0.42748091603053434
0.0794174876679178,0.061611374407582936,0.022690437601296597,0.10245901639344263,0.06574913613572204,0.31876017499574827,0.384382445766497,0.3333333333333333,0.5555555555555556,0.25,0.1252850756898301,0.6328413516134439,0.0,0.0,0.3,0.0,0.0,0.6177798687657643,0.14285714285714285,0.4580152671755725
0.09180583434678732,0.018957345971563982,0.012245632991175941,0.012295081967213115,0.08321216741069654,0.12817752830621854,0.07426237943042212,0.3333333333333333,0.16666666666666666,0.25,0.006484424584386496,0.6630605873383029,0.0,0.0,0.55,0.0,0.0,0.646605614146891,0.0,0.32061068702290074
0.08831068349207329,0.16113744075829384,0.18404466054385016,0.1885245901639344,0.06943485430431047,0.3896139049688266,0.07426237943042212,0.3333333333333333,0.05555555555555555,0.25,0.01760394978866101,0.817587789064979,0.0,0.0,0.55,0.0,0.0,0.7883019511122165,0.0,0.1450381679389313
0.05654368842490617,0.08056872037914692,0.17341977309562398,0.08196721311475409,0.030360103319331658,0.766972553962878,0.07426237943042212,0.3333333333333333,0.1111111111111111,0.25,0.007556881522644998,0.9415831328814878,0.0,0.0,0.55,0.0,0.0,0.9975174419165149,0.0,0.19083969465648856
0.0,0.1848341232227488,0.0007203313524221142,0.15163934426229508,0.02953483767267019,0.28462897738618126,0.07426237943042212,0.3333333333333333,0.1111111111111111,0.25,0.014981477232566397,0.8146895941352165,0.0,0.0,0.65,0.0,0.0,0.7884924773188896,0.0,0.17557251908396945
0.060038839279620206,0.0947867298578199,0.044840626688276604,0.08196721311475409,0.10039566389475003,0.5684204222987368,0.07426237943042212,0.3333333333333333,0.05555555555555555,0.25,0.010677598807578735,0.6911284916465676,0.0,0.0,0.3,0.0,0.0,0.6268731466918193,0.0,0.1297709923664122
0.051145643455464726,0.13744075829383887,0.11957500450207095,0.1680327868852459,0.02643535507975363,0.6717050948799594,0.4586448251969191,0.6666666666666666,0.16666666666666666,0.5,0.27780270458426876,0.7786296259962029,0.0,0.0,0.0,0.0,0.0,0.7746316555200624,0.42857142857142855,0.3053435114503817
0.22236896547016988,0.3744075829383886,0.6841347019629029,0.4262295081967213,0.03166407558559893,0.30841295514174305,0.4586448251969191,0.6666666666666666,0.16666666666666666,0.5,0.30693194049541733,0.7825776918957685,0.0,0.0,0.3,0.0,0.0,0.752127176705983,0.14285714285714285,0.11450381679389313
0.2560388546520644,0.03317535545023697,0.06861156131820638,0.04918032786885246,0.18502826231336722,0.11441109004656257,0.0,0.0,0.3333333333333333,0.0,0.0,0.5014739504622272,0.0,0.0,0.2,0.0,0.0,0.4866497238626975,0.0,0.1297709923664122
0.031766995067167125,0.12322274881516587,0.023951017468035296,0.10655737704918032,0.05581958410480117,0.3099748858106119,0.07426237943042212,0.3333333333333333,0.05555555555555555,0.25,0.010677598807578735,0.6538448699045593,0.0,0.0,0.0,0.0,0.0,0.6300730367486959,0.42857142857142855,0.35877862595419846
0.09180583434678732,0.7203791469194313,0.8175760849990996,0.7049180327868853,0.011811970024693128,0.25420292739364625,0.07426237943042212,0.3333333333333333,0.0,0.25,0.17962021093251992,0.8338525376506766,1.0,1.0,0.3,1.0,1.0,0.8856077756172823,0.14285714285714285,0.05343511450381679
0.09180583434678732,0.7203791469194313,0.8190167477039438,0.7049180327868853,0.011741588184118794,0.20450626499480326,0.07426237943042212,0.3333333333333333,0.0,0.25,0.17962021093251992,0.8338525376506766,0.0,0.0,0.3,0.0,0.0,0.18714989516692576,0.14285714285714285,0.12213740458015267
0.09180583434678732,0.7203791469194313,0.8191968305420494,0.7049180327868853,0.01175942069241857,0.3846638383588105,0.07426237943042212,0.3333333333333333,0.0,0.25,0.17962021093251992,0.8338525376506766,0.0,0.0,0.3,0.0,0.0,0.8100884537391879,0.14285714285714285,0.061068702290076333
0.6588349753358357,0.09004739336492891,0.2749864937871421,0.1598360655737705,0.26423168187386326,0.06972967904703815,0.9257376205695778,0.6666666666666666,0.6111111111111112,0.5,0.44076091576682164,0.6133721718145556,0.0,0.0,0.1,0.0,0.0,0.5511567759431715,0.0,0.31297709923664124
0.1006990301709428,0.014218009478672985,0.05150369169818116,0.00819672131147541,0.08939168901370417,0.738484959659454,0.615617554233503,0.6666666666666666,0.3888888888888889,0.5,0.29708081140398596,0.8903031210037102,0.0,0.0,0.4,0.0,0.0,0.9696647813542546,0.0,0.22900763358778625
0.04415534174603664,0.0947867298578199,0.07023230686115613,0.09016393442622951,0.039768015676299714,0.4947219839274197,0.0,0.0,0.0,0.0,0.0,0.039955843641048955,0.0,0.0,0.4,0.0,0.0,0.8338098522638524,0.14285714285714285,0.3282442748091603
0.019378648388297608,0.04739336492890995,0.08679992796686475,0.05737704918032787,0.007021887832824962,0.1757199991426543,0.07426237943042212,0.3333333333333333,0.6111111111111112,0.25,0.003568762990890649,0.6584389881696324,0.0,0.0,0.55,0.0,0.0,0.6168228892898119,1.0,1.0
0.015883497533583563,0.10900473933649289,0.08085719430938232,0.11065573770491803,0.039116885660665346,0.3602648402748014,0.07426237943042212,0.3333333333333333,0.3888888888888889,0.25,0.005439690373508931,0.7512184650577172,0.0,0.0,0.75,0.0,0.0,0.6910099772020567,0.14285714285714285,0.32061068702290074
0.04415534174603664,0.052132701421800945,0.04339996398343238,0.05327868852459016,0.05499013493185625,0.7112886870803822,0.0,0.0,0.0,0.0,0.0,0.24563269336371873,0.0,0.0,0.75,0.0,0.0,0.8298282088619282,0.5714285714285714,0.45038167938931295
0.13056313112338253,0.12796208530805686,0.05312443724113092,0.14754098360655737,0.0763939492020457,0.11902381616504701,0.0,0.0,0.2777777777777778,0.0,0.0,0.6718599296191098,0.0,0.0,0.1,0.0,0.0,0.599518423069104,0.0,0.1450381679389313
0.5102551899733399,0.5526315789473685,0.2616355508808835,0.14285714285714285,0.5825981365583741,0.8124962168979165,0.2279278601228626,0.4,0.26666666666666666,,0.18687603426882626,1.0,0.0,0.0,0.6,,0.0,0.8875672817553366,0.25,0.48863636363636365
0.3008800900881926,0.17543859649122806,0.0709965816460689,0.09523809523809523,1.0,1.0,0.4279278601228626,0.6,0.2,,0.524159533858136,0.8930879634096076,0.0,0.0,0.15,,0.0,1.0,0.25,0.13636363636363635
0.14530205216839537,0.2631578947368421,0.1851170128845648,0.16666666666666666,0.163976572999972,0.868528658911415,0.4279278601228626,0.6,0.26666666666666666,,0.427927281847677,0.7619679383679492,0.0,0.0,0.0,,0.0,0.772707771540337,0.25,0.3068181818181818
0.25069844879328756,0.23684210526315788,0.1298974493820668,0.09523809523809523,0.27384643549219667,0.39062798341791916,0.31035909505400533,0.4,0.3333333333333333,,0.231509235038328,0.47385322580529354,0.0,0.0,0.3,,0.0,0.43975432300906464,0.5,0.4772727272727273
